Ngram,Count,KneserNey_Prob
"ने कहा कि केंद्र",594,0.00964951947313914
"इस बात की पुष्टि",593,0.16703353003371912
"दर्शाता है । </s>",593,0.999992760391372
"रोक दिया । </s>",593,0.9999965924385353
"पूजा की जाती है",592,0.9997919944533059
"बता दें कि इससे",592,0.052488300381600315
"लिए तैयार हैं ।",591,0.6985655279244445
"साथ है । </s>",591,0.9999927358918504
"तैयारी में है ।",591,0.822334007328052
"अधिकार है । </s>",591,0.9999927358918504
"आरोप लगाया था ।",591,0.419446927098627
"बना रही है ।",591,0.7870675386665341
"प्रधानमंत्री नरेंद्र मोदी को",591,0.0635977119353603
"देखी जा रही है",590,0.878164637337661
"मिलती है . </s>",590,0.9999679534842074
"काम करता था ।",590,0.8084212652252627
"का प्रयास किया गया",590,0.15538811569786173
"मामले की जांच के",589,0.14122871019927472
"के बारे में पूछे",589,0.020573454274724897
"पश्चिम बंगाल की मुख्यमंत्री",589,0.766091130973115
"रहा हैं । </s>",589,0.9999914441862967
"पकड़ लिया । </s>",589,0.9999977155197272
"हाल के दिनों में",588,0.9998197404762773
"फैसला किया है .",588,0.22789364108951735
"की जानकारी मिलते ही",588,0.9999995274457536
"प्रेरित किया । </s>",588,0.9999969637292528
"की बात यह है",588,0.8258111399132172
"बना रहता है ।",588,0.7954524747496587
"नहीं आई । </s>",587,0.9999999987774865
"की समीक्षा की ।",587,0.5240154659762266
"ठाकुर ने कहा कि",586,0.9265544390940245
"नहीं मिल पा रहा",586,0.5569554831223502
"को होगी । </s>",586,0.9999879979991675
"देश में कोरोना वायरस",586,0.3930564924296601
"नहीं आई है ।",586,0.8400290798886859
"पुष्टि की है ।",586,0.6468267302802749
"सूचना मिलने के बाद",586,0.9995735712824573
"को . . .",586,0.9560370419504863
"हो सकेगा । </s>",585,0.999999998023683
"पुलिस ने इस मामले",585,0.7796299925416121
"तैनात किया गया है",585,0.6908106220306313
"दावा किया था कि",585,0.7639446879822953
"सहयोग मिलेगा । </s>",585,0.999987115333878
"बताया है . </s>",585,0.999967679582363
"मिल जाएगी । </s>",584,0.9999905188521007
"<s> पुलिस ने इस",584,0.05175190021783621
"करना पड़ता है ।",584,0.8655437389876712
"की शुरुआत की थी",584,0.2554132261102733
"ने कहा कि अब",584,0.00949782214411906
"की शुरुआत की ।",584,0.2554846985964961
"किसी बात को लेकर",584,0.9996097120469186
"प्रस्तुत किया । </s>",584,0.999996942932878
"<s> इसे देखते हुए",584,0.999999568858186
"पर निशाना साधा है",584,0.4922317247518482
"में बताया गया कि",584,0.3221612434718563
"थाना क्षेत्र के गांव",584,0.2943909466249929
"करना होता है ।",583,0.7429924812197045
"बात नहीं है ।",583,0.6198010298893115
"<s> इस कार्यक्रम में",583,0.5806684408318475
". . ! </s>",582,0.9999998707512192
"दिवस के रूप में",582,0.9999923234265102
"के साथ । </s>",582,0.9999999904384156
"है कि भारत में",582,0.34423096338292375
"खत्म करने के लिए",582,0.8498892014094968
"का ऐलान कर दिया",582,0.8636378506871297
"पहुंचा था । </s>",582,0.9999962444127481
"उपयोग कर सकते हैं",582,0.9456215066373364
"प्राचार्य डॉ . </s>",582,0.9999999964800289
"रखती है । </s>",581,0.9999926108641715
"कर रहा है और",581,0.053038424866952316
"<s> उन्होंने आरोप लगाया",581,0.9159636893943829
"दी गयी । </s>",580,0.9999999989438981
"के लिए सरकार ने",580,0.3658960701071982
"दें कि इससे पहले",580,0.9998857898947038
"साथ आता है ।",580,0.7302048366213911
"शुरू किया था ।",580,0.7213948487997937
"में होता है ।",580,0.7064734055873144
"से कहा गया है",579,0.5867632998191923
"दर्ज कराई । </s>",579,0.9999999960356398
"दर्ज कराई थी ।",579,0.77037806160161
"पूछताछ कर रही है",579,0.95264927072228
"वाला था । </s>",579,0.9999962249537468
"के रूप में मनाया",579,0.027847432059503834
"किए जा चुके हैं",579,0.9563780264240251
"किसी भी तरह का",578,0.20734376494349271
"के बारे में बताने",578,0.020182001506685164
"को याद करते हुए",578,0.8542232658440954
"काम करेंगे । </s>",578,0.9999827384433707
"नहीं होंगे । </s>",577,0.9999894848998255
"चलाया जाएगा । </s>",577,0.999990687627124
"साबित होगा । </s>",577,0.9999869883698616
"<s> वहीं दूसरी तरफ",577,0.34865529169811116
"कर जेल भेज दिया",577,0.956451374269559
"के लोकसभा चुनाव में",577,0.725012048330731
"तेज हो गई है",577,0.6945370714357324
"की बात कर रहे",577,0.6361793588242676
"रखा गया है .",576,0.1519006833135133
"लगाते हुए कहा कि",576,0.7959411055514386
"लिए कहा है ।",576,0.762450777063453
"लिया गया . </s>",576,0.9999647808304473
"रन बनाए . </s>",576,0.9999998302247923
"बारे में विस्तार से",575,0.9999991105136545
"में किया जाता है",575,0.9609264200915473
"जारी किया था ।",575,0.6956631549735302
"निर्णय लिया । </s>",575,0.9999976598975988
"<s> मान्यता है कि",575,0.9999189992797285
"पसंद है । </s>",574,0.9999925207527589
"उन्होंने कहा कि वह",574,0.023175352957123904
"में आया है ।",574,0.6238848774717423
"दौरा किया । </s>",574,0.9999968896738688
". . . '",574,0.010717859148105116
"कार्रवाई की जा रही",574,0.8393107413940517
"इस्तेमाल किया जाता है",574,0.9208252013378795
"<s> अधिकारी ने बताया",573,0.48804451141274807
"में रहता है ।",573,0.7601128646915534
"नजर आया । </s>",573,0.9999999987803828
"की ओर से आयोजित",573,0.035450730603510214
"<s> अलग - अलग",573,0.9999702793663698
"की कोशिश की जा",573,0.09944785345047791
"हो जाता है और",573,0.0804794822966903
"दे सकता है ।",572,0.7841888932749963
"होती हैं . </s>",572,0.9999675570704094
"में आता है ।",572,0.5910873627388418
"का हिस्सा है ।",571,0.682118091243446
"नहीं कर सकता ।",571,0.43723627030340084
"<s> कोर्ट ने कहा",571,0.5625767365933745
"वायरल हो रही है",571,0.627814172144102
"कर दी जाएगी ।",571,0.8765592505426957
"में प्रवेश के लिए",571,0.9573729199963533
"में पहुंचे । </s>",570,0.9999999993851947
"कर देगा । </s>",570,0.9999999979775107
"<s> टीम इंडिया के",570,0.5776425559932952
"दे रहे थे ।",570,0.7184295876589194
"लेते हैं . </s>",570,0.9999674432355687
"लगी है . </s>",570,0.9999668290450568
"दर्ज की है ।",570,0.7198001302911314
"है कि देश में",570,0.47175330094025386
"में सामने आया है",569,0.5376049817025876
"हाल है । </s>",569,0.999992455030024
"बारे में पूछे जाने",569,0.8583175357741182
"का पता लगाने के",569,0.5958119044563508
"<s> सूत्रों की मानें",569,0.7116485991879596
"के लिए भेजा गया",569,0.40826730083815943
"ठीक हो चुके हैं",569,0.9620642314457902
"में लिया है ।",569,0.8369032053592518
"दर्ज किया गया था",569,0.14941330596272537
"आई थीं । </s>",568,0.9999946407227942
"पहुंची है । </s>",568,0.999992441746626
"क्या आप जानते हैं",568,0.8534780272889139
"सकती थी । </s>",568,0.9999965831816124
"आ सकता है ।",568,0.7675358444507648
"<s> शादी के बाद",568,0.7190550760644884
"बढ़ा दी है ।",567,0.7880154522652763
"कामना की । </s>",567,0.9999971501614627
"दी जाएगी . </s>",567,0.9999645862219886
"बनाया जा सकता है",567,0.9490693605954664
"का विषय है ।",567,0.6576063034093966
"रक्षा मंत्री राजनाथ सिंह",567,0.9999999326054957
"<s> उन्होने कहा कि",566,0.9999995444139732
"हो गई है और",566,0.03833188611777536
"सुनाई है । </s>",566,0.999992415039017
"छोड़ दिया । </s>",566,0.9999964298870168
"के लिए लोगों को",566,0.45853101093834775
"पार्टी के राष्ट्रीय अध्यक्ष",566,0.6858117516191051
"<s> प्रधानमंत्री नरेन्द्र मोदी",566,0.9999999627688811
"खतरा है । </s>",566,0.999992415039017
"<s> कुछ देर बाद",566,0.7107812736942556
"आदेश दिया । </s>",566,0.9999964298870168
"आदेश दिए हैं ।",565,0.7994238718346817
"वर्ष 2020 - 21",565,0.9999551081775931
"कहा है . </s>",565,0.9653791554801445
"पलट गई । </s>",565,0.9999984034000557
"देखने को मिला है",565,0.24849682200927728
"पुलिस ने मौके पर",564,0.738847950920288
"मिल पा रहा है",563,0.8783860955904451
"से मनाया गया ।",563,0.9999001342580933
"चौधरी ने कहा कि",563,0.9391815999108626
"रह गई । </s>",563,0.9999983977282975
"जुटे हैं । </s>",563,0.9999910490687901
"का आह्वान किया ।",563,0.4320346566977325
"पर जोर दिया ।",563,0.3947268178164829
"ने बताया कि उन्होंने",563,0.012029605359420176
"दिया गया है और",563,0.02583022071343518
"एक ही परिवार के",563,0.8645989523811161
"आदि मौजूद रहे ।",563,0.9999287954453893
"बंगाल की मुख्यमंत्री ममता",562,0.934212898097827
"आप देख सकते हैं",562,0.9376663797816817
"करना पड़ेगा । </s>",562,0.9999755072300485
"ने शुक्रवार को कहा",562,0.36558409829550254
"देखने को मिली है",561,0.32703117868167403
"<s> ऐसे में अगर",561,0.05112413441338088
"हमला किया । </s>",561,0.9999968175985753
"को है । </s>",561,0.9999923474368692
"रखी गई है ।",561,0.7863065004373975
"पाए हैं । </s>",560,0.9999910011173728
"प्राथमिक उपचार के बाद",560,0.9265204999798621
"आती है . </s>",560,0.9999662367065756
"विकेट लिए । </s>",560,0.9999999985558831
"ने सोमवार को कहा",559,0.34794464755903687
"तो उन्होंने कहा कि",559,0.8796390313476611
"ने मंगलवार को कहा",559,0.3314663514920667
"गुप्ता ने कहा कि",559,0.9531668823620401
"<s> रिपोर्ट के अनुसार",559,0.3951274488506472
"यह है कि इस",558,0.09760859546823845
"बनाया गया है .",558,0.14340758109036736
"पाया जाता है ।",557,0.5891356008334768
"कर सकता । </s>",556,0.9999705563255373
"कर दी हैं ।",556,0.8182353266984841
"<s> आज हम आपको",556,0.8113363544149861
"का स्वागत किया ।",556,0.49284550529231136
"दिखाया गया है ।",556,0.5890793122634111
"पड़ी है । </s>",556,0.9999922786188554
"देख रहे हैं ।",555,0.6104454485301091
"शामिल था । </s>",555,0.9999960617085034
"नहीं दिया जा रहा",555,0.7788566563423004
"में लगे हैं ।",555,0.7603583606226694
"कर पा रहे हैं",555,0.7409361370896355
"गठन किया गया है",555,0.49767514559133175
"हिरासत में लिया गया",555,0.3785394957991393
"बन जाता है ।",555,0.7453759244934435
"मुख्यमंत्री नीतीश कुमार ने",555,0.4579547595618841
"करते हुए कहा था",555,0.06809406617973301
"सूत्रों ने कहा कि",554,0.9643634086026391
"काम किया जा रहा",554,0.9422999909938723
"मिल जाएगा । </s>",554,0.9999903010123655
"भी कहा गया है",554,0.6649255732077637
"लगाए जाएंगे । </s>",554,0.9999884710331147
"साधा है । </s>",554,0.9999922507438332
"आयोजन हुआ । </s>",554,0.99999564543292
"बरामद किया है ।",553,0.8485352805392277
"दिखाई दे रही है",553,0.5471126577370006
"नाम नहीं ले रही",552,0.38145636134285105
"कृषि कानूनों के खिलाफ",552,0.6250966642505875
"नजर आएंगी । </s>",552,0.9999999926516977
"तलाश की जा रही",552,0.9996545035355829
"के आरोप में गिरफ्तार",551,0.3793317390740917
"ले गई । </s>",551,0.999998362833088
"पर काम कर रही",551,0.35774401824591434
"कोई कार्रवाई नहीं की",551,0.5461649809742727
"बताया गया । </s>",551,0.9999972795713735
"मजबूत करने के लिए",551,0.9635910891005337
"बनाया है . </s>",551,0.9999656852190242
"करने की सलाह दी",550,0.7610460544199795
"जाता था . </s>",550,0.999970950883215
"कहा कि राज्य सरकार",550,0.40254105840811355
"पेश किया गया ।",550,0.3879245386976943
"तैयारी शुरू कर दी",550,0.9992215973324934
"शिक्षा के क्षेत्र में",550,0.9998462381386347
"चाहती हैं । </s>",550,0.9999908375013251
"<s> 9 . </s>",549,0.9999998120089976
"<s> मीडिया रिपोर्ट के",549,0.9048244707847052
"<s> उत्तर प्रदेश की",548,0.08971399753789272
"ली जाएगी । </s>",548,0.9999898960029685
"नहीं हो सकी ।",548,0.44280329046695993
"शुरू किया गया है",548,0.41264519373959835
"रहा हूं . </s>",548,0.8745443874277795
"झटका लगा है ।",548,0.7542978508914356
"के लिए तैयार नहीं",547,0.1204262120380064
"बना रहा है ।",547,0.7769422492592268
"करने वाले हैं ।",547,0.6969121158596508
"करना चाहते हैं तो",547,0.2113696674649202
"शिरकत की । </s>",547,0.9999970459626131
"में आ गया ।",547,0.3958071399596318
"मिले हैं . </s>",547,0.9999660743039748
"मंत्रालय की ओर से",547,0.9997325133912982
"घटना के बाद से",547,0.3374108258691527
"ने कहा कि प्रधानमंत्री",546,0.008871759017424525
"की सजा सुनाई है",546,0.3819149779488523
"लिए भेज दिया ।",546,0.3715308250597807
"करवाया गया । </s>",546,0.9999972546590234
"की जान चली गई",546,0.9002298914414962
"खुश हैं । </s>",546,0.9999907703767926
"हो पा रही है",546,0.7568949983668494
"वर्मा ने बताया कि",545,0.999940818454439
"किया जाता है और",545,0.04613186670472055
"बता रहे हैं ।",545,0.5242140107942108
"<s> Also Read -",545,0.9999992118199001
"की जानकारी दी गई",545,0.1673371264221832
"से जूझ रहे हैं",545,0.6580587520003565
"सोशल मीडिया पर शेयर",545,0.06362755344075594
"आसार हैं । </s>",544,0.9999907364443544
"<s> साथ ही यह",544,0.0628698760314417
"जा चुका है .",544,0.14666427961909165
"प्रधानमंत्री नरेन्द्र मोदी ने",544,0.3583408738476401
"वित्त मंत्री अरुण जेटली",544,0.9999990805860142
"<s> ऐसा करने से",544,0.5942708238231059
"के बारे में विस्तार",543,0.01896260162432409
"की अनुमति देता है",543,0.9999996188971498
"नहीं किया . </s>",543,0.9999562459391801
"ने कोविड - 19",543,0.9999999157804027
"संवाददाता नई दिल्ली ।",543,0.9995485539950453
"का शुभारंभ किया ।",543,0.603656475436534
"बाहर निकाला । </s>",542,0.9999999950899121
"<s> सुप्रीम कोर्ट के",542,0.2098896197203822
"क्लिक करें । </s>",542,0.9999915973209647
"पर चर्चा की ।",542,0.37289988201083507
"का प्रयास कर रहे",541,0.436992654031312
"सवाल यह है कि",541,0.9999809328792515
"सामने आया है कि",541,0.10507003445832393
"लगाया गया था ।",541,0.7567274747226094
"एक हैं । </s>",541,0.9999906850752843
"के लिए कहा था",541,0.12590007332569098
"नहीं दी । </s>",540,0.9999979595676819
"में नजर आ रही",540,0.38812968581364593
"अभी हाल ही में",540,0.9999826406499381
"कम नहीं है ।",540,0.7690911608929658
"में निधन हो गया",540,0.9999554587827779
"<s> खबर है कि",540,0.9991640658462794
"हो चुकी है और",540,0.06899205611578933
"जीत लिया । </s>",539,0.9999975036013345
"<s> इस मामले की",539,0.07932600310864782
"रह गई है ।",539,0.8269667105183043
"काम करती है ।",539,0.7537779304154055
"<s> सुशांत सिंह राजपूत",539,0.9999293264845265
"लगी हुई है ।",538,0.7644255528467062
"को निर्देश दिए कि",538,0.45727794212708595
"मौत के घाट उतार",538,0.7557001859725603
"भाग निकला । </s>",538,0.9999999954341723
"का काम करते हैं",537,0.6972206016805632
"नहीं कर रही है",537,0.6601126121297373
"बहुत जरूरी है ।",537,0.690475220371954
"नहीं होनी चाहिए ।",537,0.7874288259609536
"सामने आया । </s>",537,0.9999999986986208
"काम कर रही हैं",536,0.2080523306613473
"पद से इस्तीफा दे",536,0.6354794633649108
"शुरू की गई है",536,0.4500603701415405
"से मिलने के लिए",536,0.7294944147844555
"की हैं . </s>",535,0.9999653133537835
"पुलिस की ओर से",535,0.9997265136916638
"<s> दोनों के बीच",535,0.8665153938462633
"मांगी थी । </s>",535,0.9999963724245903
"और पाकिस्तान के बीच",534,0.8472666797027778
"अच्छा रहेगा । </s>",534,0.999990551632767
"करने की दिशा में",534,0.999950676520242
"में जगह - जगह",534,0.9999995537673799
"इस्तेमाल कर सकते हैं",534,0.7927841068635537
"फेंक दिया । </s>",534,0.9999962159476619
"लागू होने के बाद",533,0.8467122847978673
"से हमला कर दिया",533,0.8515480127751839
"पहुंचते हैं । </s>",533,0.9999905452640315
"निकले थे । </s>",533,0.9999961826880689
"शादी के बंधन में",533,0.9999993960736074
"दिखाई दिए । </s>",533,0.9999999992350168
"के दौरान मौत हो",532,0.9999991065899975
"की मांग करते हुए",532,0.6605061788312574
"हुई थीं । </s>",532,0.9999942780649381
"बनी रहेगी । </s>",532,0.9999911098686853
"आया था . </s>",532,0.9999699680183612
"सोमवार को कहा कि",531,0.9245835768262983
"मनाई गई । </s>",531,0.9999983011695508
"कांग्रेस अध्यक्ष सोनिया गांधी",531,0.999999730682634
"घायल हुए हैं ।",531,0.8199716923130198
"रहे हैं । '",531,0.007407193659039715
"भारत की ओर से",531,0.999724453531149
"<s> कहते हैं कि",531,0.9994479080768651
"तैयार नहीं है ।",530,0.7956088247492579
"बढ़ जाती है ।",530,0.7770823673860762
"आसान है । </s>",530,0.9999918998341201
"राहत की सांस ली",530,0.9475724507614469
"प्रतियोगिता का आयोजन किया",530,0.8760808574609529
"नहीं हो सकी है",530,0.42802645676230183
"सलाह दी । </s>",530,0.9999979210689589
"मामले दर्ज किए गए",530,0.8236800302493378
"प्रदर्शन कर रहे हैं",530,0.5627652228974421
"हो गयी है .",530,0.3576912237794241
"और यहां तक कि",529,0.9337117198790429
"के कप्तान विराट कोहली",529,0.9999998254652308
"करार दिया । </s>",529,0.9999961801815718
"विवाद हो गया ।",529,0.6397112242669515
"मदद की । </s>",529,0.9999969454471632
"अमेरिकी राष्ट्रपति डोनाल्ड ट्रंप",528,0.84158357390319
"इसमें कहा गया है",528,0.7116044955872974
"के लिए किया गया",528,0.24854789382158937
"लागू करने के लिए",528,0.8241405076807017
"मौसम विभाग के अनुसार",528,0.4592155769638751
"कर सकती है .",528,0.18573108739384353
"मचा हुआ है ।",528,0.8053589147170805
"<s> जिला अस्पताल में",527,0.5879893880983588
"ने कहा कि पिछले",527,0.008558571492205968
"गिरावट आई है ।",527,0.791432453738312
"सौंपी गई है ।",527,0.8969776212794248
"किया और कहा कि",527,0.9997276840143067
"बनाए थे । </s>",527,0.9999961392272119
"भारतीय जनता पार्टी की",527,0.1142086293997481
"को बढ़ाने के लिए",526,0.9997621868328771
"जारी किया गया था",526,0.24072547943799605
"में कोरोना वायरस से",526,0.1417091449428715
"<s> पहले चरण में",526,0.7496886346759025
"अग्रवाल ने बताया कि",526,0.9999386807180024
"को कम करने में",526,0.2642873968691577
"दिए गए थे ।",526,0.8166083576386227
"मुकदमा दर्ज किया गया",526,0.4775743334044647
"बनती है । </s>",526,0.9999918382359004
"पेश किया है ।",525,0.7701539632134552
"वीं और 12 वीं",525,0.9999986022928047
"तैयारी कर रही है",525,0.8112517513869125
"जारी किए गए हैं",525,0.4910413633324601
"पिटाई कर दी ।",525,0.6910353762956669
"नहीं करेगा । </s>",525,0.999982202579898
"का जवाब देते हुए",524,0.9999086204398021
"संबोधित करेंगे । </s>",524,0.9999809595806647
"शुक्रवार को कहा कि",524,0.9269220762801685
"सीएमओ डॉ . </s>",524,0.9999999960904138
"खरीद सकते हैं ।",524,0.7380585727148712
"बन गई । </s>",523,0.9999982751836166
"सोशल डिस्टेंसिंग का पालन",523,0.8454788270977457
"<s> ऐसे में इस",523,0.04765744434117235
"गया हैं । </s>",522,0.9999903460263004
"का इस्तेमाल किया गया",522,0.27146686912957446
"में भर्ती किया गया",522,0.9129579515079035
"के बारे में कोई",522,0.018284902430001474
"जा रहा था .",522,0.09790929201213475
"करा रहे हैं ।",522,0.8881641150064351
"पता नहीं चल पाया",522,0.46805911135271233
"आलम यह है कि",521,0.9999802009360366
"नाम है । </s>",521,0.99999175990803
"तक पहुंचने के लिए",521,0.9060109067703158
"सांस ली । </s>",521,0.9999999993687789
"ने कहा कि उनकी",521,0.008469878818459231
"रह रहे हैं ।",521,0.7474724203949509
"अधिकारियों ने कहा कि",521,0.8775435965038256
"दिया जाता है .",521,0.1339645858186446
"सिंह के नेतृत्व में",521,0.939676138404415
"भी दी । </s>",520,0.9999978810895158
"बता दें कि यह",520,0.04611759689775322
"से हुई थी ।",520,0.805072450482863
"की कामना की ।",520,0.7612914000866441
"में आ गए ।",520,0.36639339636851487
"दूर है । </s>",520,0.9999917440616992
"सुनिश्चित करें । </s>",520,0.9999912418230055
"पड़ती है । </s>",520,0.9999917440616992
"शेयर करते हुए लिखा",519,0.6071990810408527
"तरीका है । </s>",519,0.9999917281543037
"के लिए सबसे लोकप्रिय",519,0.24522651276056737
"अभियान चलाया गया ।",519,0.7896095558989354
"हो जाएगी . </s>",519,0.9999613109592824
"उन्होंने आरोप लगाया कि",519,0.857796661192065
"की सराहना की ।",518,0.6259632812536515
"पुलिस को दी गई",518,0.25622240370834465
"बात है . </s>",518,0.9482855303681256
"<s> साथ ही इस",518,0.059851119574878146
"यह भी कहा गया",518,0.1359303706784537
"देखने को मिलता है",518,0.9999302368830977
"मुख्यमंत्री डॉ . </s>",518,0.9999999960451289
"गंभीरता से लेते हुए",518,0.9394671107861325
"<s> मामले की जांच",518,0.33898955860263447
"था । ' </s>",518,0.9999999599738292
"का विरोध कर रहे",518,0.7983102951649366
"निकला था । </s>",517,0.9999957722402697
"लिखा था । </s>",517,0.9999957722402697
"<s> इस वीडियो को",517,0.29834340639843016
"ने शव को कब्जे",517,0.5444036855289284
"बैठ गए । </s>",517,0.9999976265062858
"के बारे में नहीं",517,0.018061838232043773
"मौत के मामले में",517,0.8506187821402794
"D बिड़ला एसएल एफटीपी",517,0.8954649604338628
"कारण है । </s>",516,0.9999916800621775
"युवक की मौत हो",516,0.7497088134810366
"काम कर रहे थे",516,0.15377534773030474
"उठा रहे हैं ।",516,0.7662681470334335
"पदों पर भर्ती के",516,0.6637586831316972
"भेजा जा रहा है",516,0.8921689393418429
"बोल दिया । </s>",516,0.9999960839458362
"जारी रहेगी । </s>",516,0.9999908342056989
"आयोजित की जाएगी ।",516,0.8096036028587545
"चलता रहा । </s>",515,0.9999962982877464
"गांव के रहने वाले",515,0.9999200050801027
"चाहिए । ' </s>",514,0.9999999596623415
"एक सवाल के जवाब",514,0.9409274639705608
"पूरा किया । </s>",514,0.9999965266007796
"नहीं हो पाया ।",514,0.31210788339783613
"जाने की बात कही",514,0.5532095549138356
"का प्रावधान है ।",514,0.8474451780643583
"और चीन के बीच",514,0.8523513476631015
"दर्ज कराया था ।",514,0.8761036704003783
"हो सकी है ।",513,0.8824263654981687
"दावा किया गया है",513,0.609745204845518
"मंगलवार को कहा कि",513,0.9058497757920411
"हो गए थे .",513,0.1727726728347162
"निशाना साधा है ।",513,0.6771470544178684
"निलंबित कर दिया गया",513,0.46394228142795185
"प्रदान करते हैं ।",513,0.8344079162479446
"में जानकारी दी ।",512,0.43948445600194697
"के आसार हैं ।",512,0.876164241528162
"आपकी जानकारी के लिए",512,0.9987238573094018
"का मामला दर्ज किया",512,0.39047631272980754
"की ओर से इस",512,0.03168264791292128
"सक्षम है । </s>",512,0.9999916150626633
"योगदान दिया । </s>",512,0.999996053351663
"रवाना किया । </s>",511,0.9999965062090034
"सजा सुनाई है ।",511,0.8943579967655547
"<s> स्थानीय लोगों ने",511,0.4565048233391422
"शिकायत की है ।",511,0.7417413091606772
"जा सकेंगे । </s>",511,0.9999999985243024
"कोशिश कर रहा है",510,0.6432578785920302
"दिखाई दिया । </s>",510,0.9999960378746107
"को जोड़ा । </s>",510,0.9999999879751311
"बात कही गई है",510,0.5160336959365762
"को शेयर करते हुए",510,0.99979086853547
"होने लगी है ।",509,0.8937816038706156
"की जा सके ।",509,0.8722699697630094
"भारतीय जनता पार्टी ने",509,0.11028176697685252
"के रूप में कार्य",509,0.024476416077298828
"से कहा था कि",509,0.9997613887249898
"की तलाश कर रहे",509,0.5888360448170336
"ने बुधवार को कहा",509,0.3152807664642429
"की हत्या के बाद",508,0.3679525468255192
"<s> आनन - फानन",508,0.9999991568181658
"रुपये प्रति 10 ग्राम",508,0.9999258916519581
"का निधन हो गया",508,0.9282881304478104
"प्रयास किए जा रहे",508,0.999579242217819
"ने बताया कि जिले",508,0.010848887029933568
"निदेशक डॉ . </s>",508,0.9999999959672772
"के बारे में एक",508,0.01775252648641074
"के निधन के बाद",507,0.8569736018840927
"नहीं दिया गया ।",507,0.43678000438440573
"बनाई थी । </s>",507,0.99999617208512
"की बात करते हैं",507,0.6155755714224509
"होते जा रहे हैं",507,0.8846407507807925
"की बढ़त के साथ",507,0.9489192307202615
"<s> अगर आप भी",506,0.27755001329447254
"भी किया है ।",506,0.7712975713354104
"रुपये की लागत से",506,0.922311456885704
"मुझे नहीं लगता कि",506,0.8924452443705686
"कोशिश की . </s>",506,0.9998715458646454
"को सम्मानित किया गया",506,0.5652333831863403
"का चयन किया गया",506,0.5447137216880669
"<s> उम्मीद है कि",506,0.9992461669353143
"ने उसे मृत घोषित",506,0.9999994347811137
"काम शुरू कर दिया",506,0.9490921763822789
"फायदा होगा । </s>",506,0.9999851626272926
"बैठे हैं । </s>",506,0.9999900407623098
"के कई इलाकों में",506,0.9999997273104632
"जा रही हैं .",506,0.159974471299035
"फिल्म है । </s>",505,0.9999914988358092
"लग रहा था कि",505,0.6122882190915665
"में शामिल होने की",505,0.11971951494002187
"करता था . </s>",505,0.9999683623480559
"उन्होंने कहा कि हम",505,0.020274587480122848
"नहीं कर रहा है",505,0.5982816914641323
"तक है । </s>",504,0.9999914819684199
"करने में मदद करता",504,0.22112194999780682
"श्रद्धांजलि दी । </s>",504,0.9999978138225163
"से हरा दिया ।",504,0.6881884447495723
"लिए गए हैं ।",504,0.8592694081504986
"नहीं करता । </s>",504,0.999999989368801
"<s> इस बार भी",503,0.27354747156325643
"सूत्रों से मिली जानकारी",503,0.9996345887012561
"से फरार हो गए",503,0.4247105386885102
"को हिरासत में लेकर",503,0.21864228480842407
"पूजा - अर्चना की",503,0.4757921332196901
"दर्ज किया था ।",503,0.8875342190286114
"करार दिया है ।",503,0.7366209049723687
"पुलिस बल के साथ",503,0.9533733066251859
"को कहा था ।",503,0.4965017629801831
"<s> ग्रामीणों ने बताया",502,0.6007580462006468
"लिए भेज दिया है",502,0.3414657591977219
"जारी की गई है",502,0.5603571178641434
"गोली मार दी ।",502,0.5581842882348276
"<s> इस बात का",502,0.20429640465310003
"कराया जाए । </s>",501,0.9999865388726602
"की कोशिश करते हैं",501,0.7216796670352282
"ने कहा कि ये",501,0.008145680961547861
"जारी किया है .",501,0.186331705901165
"<s> भारतीय क्रिकेट टीम",501,0.6580565917350091
"ही था । </s>",501,0.9999956372219948
"में कोई बदलाव नहीं",501,0.9999984542825368
"रखना होगा । </s>",500,0.9999849845788202
"बना हुआ है .",500,0.1585827353054827
"का निर्णय लिया ।",500,0.15241259298634457
"गिरफ्तार किया है .",500,0.14253784950652174
"मिली थी . </s>",500,0.9999714390675707
"<s> इस फिल्म के",500,0.1578198660572186
"पसंद कर रहे हैं",499,0.9492469669113947
"को मृत घोषित कर",499,0.9999486512676721
"देखा गया है ।",499,0.47879089662273705
"2 - 1 से",499,0.905371366791699
"कोर्ट में पेश किया",499,0.610119314623965
"विदेश मंत्रालय के प्रवक्ता",499,0.9569629931573773
"कर लिया जाएगा ।",499,0.8549249553847964
"लिया जा सकता है",499,0.9267968045196455
"के लिए आवेदन करने",499,0.17099552915126578
"चौधरी ने बताया कि",498,0.9999352330475286
"गिरफ्तार कर जेल भेज",498,0.7562572683879021
"पूछे जाने पर कि",498,0.710172173572315
"आ रही है कि",498,0.08887495452450159
"चला है । </s>",497,0.9999913619961441
"<s> सीएम ने कहा",497,0.962504865837202
"ने बताया कि वे",497,0.010627477717650647
"ने हिस्सा लिया ।",497,0.7197160083409746
"आग्रह किया । </s>",497,0.9999964077923555
"होने से पहले ही",497,0.7702581452110285
"की खबर है ।",497,0.7356399836344477
"के रूप में एक",497,0.02390310251244204
"लगा दी गई है",497,0.5749974619669526
"ने कहा कि उनके",496,0.00806287699165324
"नवदुनिया प्रतिनिधि) । </s>",496,0.9999999966263587
"<s> रिपोर्ट में कहा",495,0.6622599837645481
"स्थगित कर दिया गया",495,0.6444611075617862
